time,distance
0,3.63355747684815
1,3.48009410691789
2,3.60669196328888
3,3.59313995869326
4,3.40810692471893
5,3.79925161876407
6,4.02053397879984
7,3.72524674326304
8,3.93857906950179
9,4.37975328917748
10,4.24772981566683
11,5.11492287859628
12,3.52512991844768
13,4.22008656159927
14,4.17228205847848
15,3.53215590413319
16,4.1474779941001
17,4.02389923622766
18,4.63453744441362
19,4.15477406132545
20,3.96628936766581
21,4.59735452993596
22,4.61614409478256
23,3.94040259061084
24,4.41433579989267
25,4.67630822859162
26,5.09898362861312
27,4.41341386964075
28,4.29794474497251
29,3.97142625166898
30,4.336833734946
31,4.13926445494435
32,3.79940052317504
33,4.55421674901321
34,4.28708800335638
35,5.2684835762482
36,5.12587286333245
37,4.04016235658064
38,3.86712894161267
39,4.50467830427009
40,4.53555475025474
41,4.06595786426548
42,4.48695150645176
43,4.05256557338525
44,4.5530808889863
45,4.0971980073269
46,4.46546707586441
47,4.2929677987825
48,4.14020608041539
49,3.98773920694568
50,4.47194014845189
51,4.34636835061207
52,4.28901992623249
53,4.68473557612732
54,4.97763068395797
55,4.26005320259285
56,3.89493827231224
57,4.22840400352057
58,4.18567458878517
59,4.21608757148565
60,4.36913747978038
61,4.14810755174501
62,4.66229227105619
63,4.05423587498807
64,4.48437614467887
65,4.60379285279482
66,4.51959833275716
67,4.15448256521348
68,4.44104591660572
69,4.02128453797035
70,4.0861116456755
71,3.74439164925313
72,4.2201418258575
73,3.29609868321248
74,4.21869474219568
75,3.96250534116876
76,4.24133672952261
77,3.75928738431834
78,4.35061415715749
79,4.46466942314657
80,4.20025345790921
81,3.92662088393192
82,4.31427902154194
83,4.38031781304784
84,3.70654438032208
85,4.13179441017611
86,3.85254276866709
87,4.30301516447794
88,4.49265551015873
89,3.67039208048856
90,3.85251994781288
91,4.22609184429
92,3.8526769941576
93,4.22446754791348
94,4.00507258747789
95,4.47065313748548
96,4.55543821106709
97,3.66254339728476
98,4.5081484349608
99,4.41745103779608
100,3.67283438605681
101,3.89029126355761
102,4.1705270338466
103,4.13112637742021
104,4.10047733409641
105,3.63597566814081
106,4.11836268359635
107,3.90663033194484
108,3.84607870615429
109,4.18352467628588
110,4.47795577821937
111,3.94663223638644
112,4.25126143198696
113,3.88885672873394
114,3.92640591761696
115,3.74944930627472
116,4.67856144816937
117,3.94368262945652
118,3.86300548547777
119,3.85163082177615
120,4.40908882953276
121,3.97654488762327
122,4.35164029740793
123,4.82669115370248
124,4.39240675167422
125,3.93733693826599
126,4.42812669145351
127,3.878843363002
128,3.70896994388479
129,4.5100540958322
130,3.81984117537557
131,3.53309595271266
132,3.99783332315084
133,4.2127719500421
134,4.26219344944446
135,3.52375559363689
136,3.85663086126738
137,3.97254038725065
138,4.4983242643432
139,4.06340619306622
140,3.47739548634042
141,3.97755918604936
142,3.86749984055736
143,3.8809652753304
144,3.67420881771406
145,3.98058581550971
146,4.08006267497589
147,4.0047695609331
148,3.84803353564047
149,3.98142098564128
150,4.86234764014193
151,3.87148963331569
152,4.30208415902542
153,4.57536690368724
154,4.05946408597488
155,3.37975883013693
156,3.63512741572595
157,4.11867886130974
158,4.15212502267479
159,4.26568570423178
160,4.66763451068892
161,4.09086815862027
162,4.15999861117255
163,4.30567095119591
164,4.16297562798271
165,4.35673369453253
166,5.52301784255579
167,4.36785405372091
168,4.68876731462993
169,4.17633077506695
170,4.1921393089372
171,3.48839487375806
172,3.85277681921449
173,3.92369375711485
174,3.93654161053963
175,4.18047981571013
176,3.93040809990208
177,3.89813670769526
178,3.66894641818818
179,3.54913105749607
180,3.85536002194741
181,3.98123611119233
182,4.1770499026499
183,4.08859344936754
184,4.14698120013038
185,3.98173064838489
186,4.51354471564129
187,3.90933157215796
188,3.59334599941546
189,3.88161442187261
190,3.60199432708353
191,4.38361554226718
192,4.44846324043644
193,4.33105903809453
194,5.20565750149696
195,4.87612521299786
196,5.085971178233
197,5.01851206881642
198,4.95991343625101
199,4.97142632790522
200,5.65092934309534
201,5.48347205879021
202,5.78556951281738
203,5.06496572898602
204,5.61172845905747
205,4.53927727598301
206,4.04487489931356
207,3.85035371627412
208,3.56745310551569
209,4.40643655210772
210,3.53582056286877
211,3.95007466971779
212,3.86743081262251
213,3.63193544761723
214,3.85899535900268
215,3.8733969377619
216,5.13897851144666
217,4.81049902327003
218,3.95926241518784
219,3.96903539407215
220,4.25059733675484
221,4.19943335431263
222,3.64558615474807
223,3.82553161703224
224,4.29775466727443
225,4.35863533825468
226,4.37352317021815
227,4.27523972054678
228,4.33300471354558
229,5.12433544696889
230,4.2010710364905
231,3.82879633613451
232,4.30889767504938
233,4.4128558742706
234,4.06480373017713
235,4.15476223141237
236,4.38371396382202
237,4.15647727245711
238,4.4106489730038
239,5.20015275417403
240,3.93396801934078
241,3.35906839069368
242,4.03924793664335
243,4.26348026359441
244,4.5375216466984
245,4.71583293915752
246,4.92591837060553
247,4.04068886863514
248,3.93538541333321
249,4.18640383432563
250,3.91135760159338
251,3.6322167460466
252,3.75605359748976
253,3.90365276429464
254,4.40248205837819
255,3.56192540768334
256,4.16286268328443
257,4.14648711591177
258,3.85763315152054
259,4.18587794317422
260,3.83774737648908
261,4.65807699030824
262,4.53984488443768
263,4.97541696733606
264,3.76612798451392
265,4.59871482300351
266,4.2010600456139
267,4.41210051450646
268,3.57102703527631
269,3.96328448274334
270,3.97473691493413
271,4.42322451285565
272,3.87515091257133
273,4.80785341811893
274,4.26475246496503
275,3.84824264942858
276,3.85710427218953
277,3.8170745843328
278,4.60842611756126
279,4.22292382397661
280,3.99966724512618
281,4.37292966020209
282,3.97346067866473
283,4.28564483398646
284,5.10469142269312
285,4.43187591229674
286,3.95169872596111
287,5.29225001980553
288,4.58205937213138
289,4.39647498399598
290,4.92326612269669
291,4.0799370997291
292,3.70391282506095
293,4.32882280425018
294,3.94112453311541
295,4.15812044774667
296,5.13581239583274
297,4.6552651931333
298,4.21940874989677
299,5.5154131579933
300,4.29449150096511
301,3.93693105293088
302,4.48320565319364
303,4.82688819456123
304,4.65032175747171
305,4.43505115469518
306,3.77376423404461
307,3.93575429112116
308,3.94627278305958
309,4.25865047379928
310,3.86880331584585
311,3.6771690895028
312,3.9214933463052
313,4.26667853999111
314,4.06367224740555
315,4.30165169154669
316,5.55845993272759
317,4.96902759954252
318,4.16853383757203
319,4.39080397885556
320,4.30331527536113
321,4.27624762028599
322,4.35113750959426
323,4.16835520029468
324,3.56718390129993
325,3.94690658313271
326,3.62174055538149
327,4.10280090352988
328,4.16177541210028
329,5.02884652409664
330,4.37201158042547
331,4.2984005119303
332,5.22801826733573
333,5.52055397529178
334,5.45765304483223
335,3.81158148195673
336,3.9638260321641
337,4.15699805392379
338,4.75732793872128
339,5.07979707947445
340,4.90888204615661
341,5.28723959142715
342,5.22862969573073
343,4.70288072762464
344,4.58020889333502
345,4.66404286464459
346,4.48736494228788
347,4.41960135128739
348,4.1843452931869
349,4.24988340318526
350,3.86472997379105
351,4.39040046448378
352,4.59075226555124
353,4.72679714327529
354,4.9487533168051
355,4.65295426448903
356,4.15784674785912
357,4.48741156530854
358,4.84137671174307
359,5.36442184489671
360,4.99828296713509
361,4.85517400890976
362,5.30038891902248
363,4.72726737163521
364,4.54531149672184
365,4.40936523612255
366,4.78591015581461
367,4.59513054484513
368,4.70093531039815
369,4.54732120248552
370,4.82033822636689
371,4.7261147643938
372,4.22621284219744
373,4.48241430325027
374,4.10740303700095
375,4.64872087171123
376,4.61563033569461
377,4.59620377755234
378,4.4954797097329
379,4.00162224768077
380,4.65389743455107
381,4.2367260683559
382,3.97088308294966
383,4.21505148189617
384,4.56495056211522
385,4.14142762586318
386,4.2268017751133
387,4.33011403910433
388,4.61970428326034
389,4.75517244886738
390,5.09162074556877
391,3.96843899241414
392,4.006775368297
393,4.01330182188651
394,4.44432069511412
395,3.37883892621212
396,3.7184040741586
397,3.76831715340431
398,3.80516281573028
399,3.88721278986479
400,4.01287097883473
401,4.11609412852279
402,3.82452523130538
403,3.94517296626713
404,3.69114399645871
405,3.89162132065452
406,3.74592807903376
407,4.27415547443875
408,3.53367577422597
409,3.88485915284953
410,3.82101724688231
411,3.33262043741568
412,4.13063534607185
413,3.61343681813289
414,3.69975010126795
415,3.95285101557337
416,4.42621126579281
417,4.39279643385813
418,4.16797499761762
419,4.26107081066483
420,4.05611245021211
421,4.95888568644346
422,4.81734458556018
423,4.88254644175862
424,4.81612912679659
425,4.30890126705117
426,4.31397755350722
427,4.33206881115277
428,4.50792837309646
429,4.35423587421629
430,5.14263949729115
431,5.01289841895262
432,4.58817206455397
433,5.62543068784869
434,6.33052211009141
435,5.2394571843025
436,4.57028502655563
437,4.21131916067709
438,4.53237547647068
439,5.05569682069129
440,4.11129645895137
441,4.7851154309623
442,4.60990082253878
443,4.21826622344632
444,4.69578872546575
445,4.88195789826283
446,5.03278859540208
447,4.79390182321321
448,3.81491925096686
449,4.38454385421422
450,4.88045466279985
451,5.07208456116406
452,4.81763099389257
453,4.78368428385733
454,4.48959211032946
455,4.57150577182609
456,4.30632408483208
457,4.84539897933413
458,4.4931563876821
459,3.982940047515
460,4.91928166478271
461,4.42204354415477
462,5.27239018439838
463,5.02301114460826
464,5.56352255958593
465,4.66697706411784
466,4.97156164765262
467,4.31155023301715
468,4.72495639811483
469,4.70606739979934
470,5.31473253752335
471,4.62843251198665
472,4.42434960304363
473,4.25207530063128
474,4.70232139305382
475,4.08150836514067
476,5.21652940364637
477,5.58720023371363
478,4.80361487569745
479,5.4431475328989
480,4.80335297083256
481,4.78887401475636
482,4.70225325845785
483,5.02290905742592
484,4.39592874916877
485,4.41767064373375
486,4.87998777427654
487,4.79770667816465
488,5.16136546647167
489,4.69145593715708
490,5.18373751743125
491,4.30815295704932
492,5.22489584797253
493,4.75414927152814
494,4.65415060179586
495,4.39780279278969
496,4.61942772739893
497,5.20408982151718
498,4.48913146632233
499,4.97386696704354
500,4.40234205729875
501,4.97620509161512
502,4.73441825570024
503,5.34175444733988
504,5.19181540428211
505,4.79331959324703
506,4.61087379375604
507,4.75383555954578
508,4.47836420884024
509,3.96880809552783
510,4.12664714174108
511,3.67590422603537
512,4.46295571576582
513,4.31757154285022
514,3.74919549956676
515,3.85898221170068
516,4.13874462708003
517,3.84388553502626
518,3.88867780543523
519,4.05839030493275
520,4.36684077781763
521,4.60893636141116
522,4.58484595318926
523,4.63608470988463
524,4.59805897184095
525,4.46227554509814
526,4.23250153812092
527,4.59917875272421
528,4.05824614769993
529,3.46626220141101
530,3.73389815101909
531,4.70684911866345
532,4.33390203967074
533,4.47625608356266
534,4.69509246774189
535,5.0811202640613
536,4.14326022960106
537,4.43271428617259
538,4.19542593815383
539,4.83055983120338
540,4.51422258799592
541,4.06161853100093
542,3.94230194625533
543,4.31889466360795
544,4.20613884656956
545,4.87253715158649
546,4.51779833816844
547,4.71041231408884
548,4.97675898602725
549,5.2292021940281
550,5.20838229396943
551,4.76990434572924
552,5.78862360636157
553,4.59471085528822
554,5.63242690330904
555,5.05069541744232
556,4.80488218373235
557,5.39601339863365
558,4.54988110608227
559,4.34568383893538
560,4.6765630494089
561,4.3561563310381
562,5.54824261816145
563,5.54104082476283
564,4.76211063114897
565,4.7226885939908
566,4.94316972013043
567,5.36789816078225
568,4.9610019380603
569,5.11457897676372
570,4.48409422080935
571,4.65577378931473
572,4.54603626918059
573,4.61396025033453
574,4.3033657004282
575,4.38869837135591
576,4.69734488217167
577,4.45425011141336
578,5.1160480342368
579,3.87580599071342
580,4.54581796210369
581,5.00025234080197
582,4.97615226335619
583,4.1665299865194
584,4.82480252634314
585,4.60455651907064
586,3.94646063653449
587,3.81615011194404
588,4.20921130424049
589,4.31036017091143
590,3.98294380453654
591,3.53531022598492
592,4.18199535931094
593,4.23067101280897
594,4.16159060234578
595,3.89855612130667
596,3.83970829829916
597,4.34401302529091
598,4.22358775082777
599,4.30304285565986
600,3.77037649714927
601,4.23545805508403
602,3.7289895372891
603,4.08826385479774
604,3.91675532790392
605,3.65619874764661
606,3.78624356661003
607,4.5541466253887
608,3.84617585965922
609,4.05749536674492
610,4.02106587125826
611,4.00899974603721
612,4.16538727971176
613,4.39394617024219
614,4.1922575168332
615,4.08454891055774
616,3.77190660968029
617,3.83786733805162
618,3.97287521609506
619,4.07697206261404
620,3.64182330646039
621,3.9592431131313
622,4.03912664511041
623,4.26856063781516
624,4.02066078955354
625,3.65582986955591
626,3.86352158537399
627,4.15269554196929
628,3.6748533732021
629,3.88742741441877
630,4.05278596934304
631,3.7593597149335
632,3.80098104022555
633,3.72883213758349
634,3.43547029039064
635,3.81319798546406
636,3.96547691752773
637,3.54704515097644
638,4.33954903703028
639,3.73719183123657
640,3.68035646895686
641,3.71783647262567
642,3.93262076783001
643,3.73502337573303
644,4.14490485902718
645,4.03165903359438
646,3.8852619245856
647,3.7078804822863
648,3.77355434709624
649,4.20256472432266
650,3.83149481075021
651,3.69049783996875
652,3.87190946691425
653,3.97952556508216
654,3.87079595149102
655,3.82692949752314
656,3.74832817151599
657,3.48894903064696
658,3.86059752252884
659,3.80838481240285
660,3.99080296649567
661,4.51110291734136
662,4.16108179400519
663,3.79799717349062
664,4.39854129269469
665,4.41554671672302
666,4.38910690734813
667,4.33509716932323
668,4.21332461299856
669,4.6332603347727
670,4.46985087851562
671,4.25447752682729
672,3.83664900274771
673,3.94239555121007
674,3.97757348538572
675,3.99438642685897
676,4.27629904526566
677,4.30405523936872
678,4.43589981746771
679,4.12106085192585
680,4.02031662937016
681,3.8578732949832
682,3.6484620721008
683,3.40514998803077
684,4.03837324165249
685,3.85004945428053
686,4.51142430903237
687,3.59626841725498
688,3.29301695184448
689,3.91755324830896
690,3.60242103595968
691,4.12232760017154
692,4.05552327818115
693,3.71997287058505
694,4.58774894764403
695,3.829113197197
696,3.45728308302896
697,3.72550946710864
698,3.51091887868464
699,3.79381869996572
700,3.78122944014705
701,4.6273767692862
702,3.9420427152959
703,4.16400646333421
704,4.30853264816497
705,4.02296880275987
706,3.3097112389404
707,3.30553528535575
708,3.66448847726708
709,3.82915415695409
710,3.76418957675367
711,3.72502959374033
712,4.05949048471918
713,4.65647652891193
714,4.55500770844676
715,4.13435733492284
716,3.93076931472717
717,4.1533004768037
718,4.72911535745959
719,4.5693634663139
720,4.82194994327623
721,4.59712026748354
722,4.31617686471636
723,3.62077009647963
724,3.48728315847153
725,4.27509038465942
726,4.26559809724784
727,4.37488676093692
728,4.00803099588072
729,3.89859806607523
730,4.29585146145939
731,3.91021542576455
732,3.65308154692222
733,4.18424657176559
